method,split,task,family,mean_success,ci95_success,mean_physical_violation,ci95_physical_violation,mean_human_burden,ci95_human_burden,mean_intent_error,ci95_intent_error,mean_overpromise,ci95_overpromise,mean_negotiation_rounds,ci95_negotiation_rounds,mean_total_cost,ci95_total_cost,groups,mean_regret_to_oracle
proposed_affordance_negotiation,intent_ambiguity_shift,co_carry_doorway,load_sharing_mismatch,0.7024,0.0364,0.1293,0.0354,0.1497,0.0463,0.2772,0.0263,0.0782,0.0227,0.9719,0.0308,0.2817,0.0032,7,0.1105
proposed_affordance_negotiation,intent_ambiguity_shift,co_carry_doorway,occluded_human_goal,0.6395,0.0425,0.0884,0.0168,0.1684,0.0241,0.2874,0.0369,0.0306,0.0133,0.9944,0.0283,0.2496,0.0036,7,0.1327
proposed_affordance_negotiation,intent_ambiguity_shift,co_carry_doorway,role_switch_request,0.6548,0.0249,0.0697,0.0180,0.2024,0.0394,0.2942,0.0333,0.0391,0.0174,1.0109,0.0321,0.2608,0.0025,7,0.1463
proposed_affordance_negotiation,intent_ambiguity_shift,collaborative_sorting,ambiguous_intent,0.6293,0.0285,0.0442,0.0159,0.1990,0.0496,0.3112,0.0369,0.0119,0.0072,0.9387,0.0275,0.2310,0.0044,7,0.1293
proposed_affordance_negotiation,intent_ambiguity_shift,collaborative_sorting,asymmetric_reach,0.7058,0.0340,0.0663,0.0209,0.1224,0.0202,0.2551,0.0309,0.0442,0.0159,0.8487,0.0233,0.2276,0.0027,7,0.0935
proposed_affordance_negotiation,intent_ambiguity_shift,collaborative_sorting,conflicting_safety_preference,0.6769,0.0369,0.0714,0.0210,0.1803,0.0241,0.2874,0.0462,0.0391,0.0132,0.9397,0.0226,0.2498,0.0056,7,0.1293
proposed_affordance_negotiation,intent_ambiguity_shift,collaborative_sorting,ergonomic_constraint,0.6582,0.0340,0.0646,0.0069,0.1463,0.0329,0.2347,0.0237,0.0272,0.0111,0.8521,0.0217,0.2265,0.0046,7,0.1241
proposed_affordance_negotiation,intent_ambiguity_shift,collaborative_sorting,load_sharing_mismatch,0.6786,0.0288,0.0833,0.0288,0.1463,0.0377,0.2738,0.0216,0.0527,0.0123,0.8783,0.0267,0.2436,0.0031,7,0.0850
proposed_affordance_negotiation,intent_ambiguity_shift,collaborative_sorting,occluded_human_goal,0.6616,0.0423,0.0493,0.0139,0.1803,0.0324,0.3129,0.0182,0.0170,0.0086,0.9237,0.0282,0.2318,0.0038,7,0.1003
proposed_affordance_negotiation,intent_ambiguity_shift,collaborative_sorting,role_switch_request,0.6633,0.0329,0.0510,0.0159,0.1616,0.0458,0.2857,0.0360,0.0357,0.0228,0.9400,0.0164,0.2349,0.0048,7,0.1173
proposed_affordance_negotiation,intent_ambiguity_shift,handover_grip_choice,ambiguous_intent,0.6837,0.0493,0.0408,0.0143,0.1837,0.0356,0.3095,0.0488,0.0034,0.0043,0.9618,0.0286,0.2346,0.0062,7,0.1105
proposed_affordance_negotiation,intent_ambiguity_shift,handover_grip_choice,asymmetric_reach,0.6361,0.0461,0.0833,0.0318,0.1378,0.0387,0.2262,0.0279,0.0680,0.0141,0.8793,0.0288,0.2418,0.0036,7,0.1871
proposed_affordance_negotiation,intent_ambiguity_shift,handover_grip_choice,conflicting_safety_preference,0.6667,0.0322,0.1003,0.0249,0.1599,0.0400,0.3282,0.0681,0.0493,0.0262,1.0071,0.0218,0.2660,0.0086,7,0.1378
proposed_affordance_negotiation,intent_ambiguity_shift,handover_grip_choice,ergonomic_constraint,0.6446,0.0320,0.0918,0.0317,0.1650,0.0328,0.2466,0.0268,0.0493,0.0193,0.8880,0.0195,0.2420,0.0029,7,0.1463
proposed_affordance_negotiation,intent_ambiguity_shift,handover_grip_choice,load_sharing_mismatch,0.7024,0.0539,0.0765,0.0269,0.1633,0.0325,0.2653,0.0253,0.0663,0.0152,0.9271,0.0284,0.2551,0.0048,7,0.1122
proposed_affordance_negotiation,intent_ambiguity_shift,handover_grip_choice,occluded_human_goal,0.6344,0.0380,0.0629,0.0141,0.1803,0.0224,0.2891,0.0253,0.0170,0.0143,0.9570,0.0283,0.2335,0.0032,7,0.1616
proposed_affordance_negotiation,intent_ambiguity_shift,handover_grip_choice,role_switch_request,0.6990,0.0309,0.0646,0.0269,0.2058,0.0208,0.2840,0.0290,0.0323,0.0132,0.9599,0.0311,0.2474,0.0042,7,0.1122
proposed_affordance_negotiation,intent_ambiguity_shift,tool_use_handoff,ambiguous_intent,0.6139,0.0363,0.0442,0.0189,0.2007,0.0343,0.3299,0.0329,0.0102,0.0129,0.9680,0.0259,0.2397,0.0036,7,0.1888
proposed_affordance_negotiation,intent_ambiguity_shift,tool_use_handoff,asymmetric_reach,0.6684,0.0376,0.0748,0.0243,0.1871,0.0419,0.2534,0.0383,0.0867,0.0373,0.9178,0.0474,0.2533,0.0050,7,0.1531
proposed_affordance_negotiation,intent_ambiguity_shift,tool_use_handoff,conflicting_safety_preference,0.6429,0.0378,0.1190,0.0292,0.1769,0.0454,0.2653,0.0355,0.0629,0.0141,1.0386,0.0221,0.2840,0.0018,7,0.2007
proposed_affordance_negotiation,intent_ambiguity_shift,tool_use_handoff,ergonomic_constraint,0.6752,0.0202,0.0799,0.0273,0.1922,0.0267,0.2619,0.0288,0.0425,0.0112,0.9142,0.0234,0.2526,0.0045,7,0.1259
proposed_affordance_negotiation,intent_ambiguity_shift,tool_use_handoff,load_sharing_mismatch,0.6259,0.0377,0.0986,0.0189,0.2024,0.0269,0.2721,0.0262,0.0969,0.0219,0.9923,0.0249,0.2738,0.0044,7,0.1599
proposed_affordance_negotiation,intent_ambiguity_shift,tool_use_handoff,occluded_human_goal,0.6684,0.0336,0.0459,0.0107,0.1837,0.0287,0.2891,0.0278,0.0153,0.0067,0.9826,0.0159,0.2430,0.0033,7,0.1122
proposed_affordance_negotiation,intent_ambiguity_shift,tool_use_handoff,role_switch_request,0.6344,0.0559,0.0493,0.0119,0.1803,0.0451,0.3027,0.0269,0.0544,0.0100,1.0284,0.0111,0.2583,0.0026,7,0.1684
proposed_affordance_negotiation,nominal,assisted_assembly,ambiguous_intent,0.6820,0.0329,0.0204,0.0098,0.1701,0.0348,0.2126,0.0285,0.0051,0.0047,0.8580,0.0323,0.1904,0.0030,7,0.1276
proposed_affordance_negotiation,nominal,assisted_assembly,asymmetric_reach,0.7041,0.0271,0.0612,0.0230,0.1735,0.0254,0.1820,0.0202,0.0527,0.0305,0.7885,0.0306,0.1921,0.0038,7,0.0833
proposed_affordance_negotiation,nominal,assisted_assembly,conflicting_safety_preference,0.7007,0.0241,0.0561,0.0141,0.1565,0.0332,0.1888,0.0339,0.0442,0.0189,0.8820,0.0184,0.2129,0.0031,7,0.1514
proposed_affordance_negotiation,nominal,assisted_assembly,ergonomic_constraint,0.7211,0.0341,0.0697,0.0294,0.1293,0.0324,0.1871,0.0291,0.0476,0.0233,0.8165,0.0149,0.1969,0.0012,7,0.0969
proposed_affordance_negotiation,nominal,assisted_assembly,load_sharing_mismatch,0.7177,0.0352,0.0612,0.0107,0.1854,0.0360,0.1786,0.0388,0.0510,0.0220,0.8505,0.0360,0.2044,0.0036,7,0.1327
proposed_affordance_negotiation,nominal,assisted_assembly,occluded_human_goal,0.6718,0.0329,0.0238,0.0114,0.1854,0.0175,0.1939,0.0253,0.0085,0.0067,0.8469,0.0224,0.1927,0.0044,7,0.1446
proposed_affordance_negotiation,nominal,assisted_assembly,role_switch_request,0.7330,0.0452,0.0442,0.0141,0.1667,0.0345,0.2245,0.0406,0.0238,0.0125,0.8780,0.0198,0.1976,0.0055,7,0.1105
proposed_affordance_negotiation,nominal,co_carry_doorway,ambiguous_intent,0.6956,0.0215,0.0204,0.0098,0.1429,0.0288,0.1973,0.0333,0.0085,0.0084,0.8079,0.0204,0.1866,0.0016,7,0.0969
proposed_affordance_negotiation,nominal,co_carry_doorway,asymmetric_reach,0.7058,0.0195,0.0629,0.0141,0.1514,0.0383,0.1650,0.0436,0.0612,0.0206,0.8153,0.0324,0.2022,0.0044,7,0.1122
proposed_affordance_negotiation,nominal,co_carry_doorway,conflicting_safety_preference,0.7041,0.0316,0.0867,0.0291,0.1735,0.0313,0.1939,0.0463,0.0595,0.0239,0.8855,0.0310,0.2211,0.0050,7,0.1276
proposed_affordance_negotiation,nominal,co_carry_doorway,ergonomic_constraint,0.6786,0.0388,0.0595,0.0184,0.1429,0.0222,0.1769,0.0139,0.0289,0.0152,0.8299,0.0248,0.2049,0.0050,7,0.1582
proposed_affordance_negotiation,nominal,co_carry_doorway,load_sharing_mismatch,0.7092,0.0341,0.0748,0.0325,0.1650,0.0303,0.1769,0.0224,0.0714,0.0239,0.8495,0.0273,0.2149,0.0048,7,0.1207
proposed_affordance_negotiation,nominal,co_carry_doorway,occluded_human_goal,0.7194,0.0333,0.0374,0.0180,0.1769,0.0262,0.2058,0.0237,0.0170,0.0112,0.8178,0.0389,0.1910,0.0013,7,0.1071
proposed_affordance_negotiation,nominal,co_carry_doorway,role_switch_request,0.7092,0.0309,0.0425,0.0175,0.1922,0.0320,0.2024,0.0274,0.0527,0.0238,0.8578,0.0224,0.2025,0.0028,7,0.1071
proposed_affordance_negotiation,nominal,collaborative_sorting,ambiguous_intent,0.7092,0.0571,0.0255,0.0061,0.1752,0.0141,0.2347,0.0268,0.0051,0.0047,0.8135,0.0195,0.1840,0.0032,7,0.1156
proposed_affordance_negotiation,nominal,collaborative_sorting,asymmetric_reach,0.6854,0.0352,0.0408,0.0069,0.1446,0.0219,0.1871,0.0340,0.0204,0.0167,0.7350,0.0222,0.1763,0.0060,7,0.1378
proposed_affordance_negotiation,nominal,collaborative_sorting,conflicting_safety_preference,0.7194,0.0499,0.0459,0.0139,0.1548,0.0216,0.1973,0.0309,0.0238,0.0125,0.8238,0.0302,0.1944,0.0029,7,0.1293
proposed_affordance_negotiation,nominal,collaborative_sorting,ergonomic_constraint,0.6871,0.0366,0.0459,0.0079,0.1599,0.0329,0.1905,0.0524,0.0136,0.0164,0.7250,0.0330,0.1783,0.0042,7,0.1003
proposed_affordance_negotiation,nominal,collaborative_sorting,load_sharing_mismatch,0.7092,0.0292,0.0459,0.0180,0.1769,0.0495,0.1769,0.0246,0.0221,0.0156,0.7692,0.0242,0.1887,0.0035,7,0.0969
proposed_affordance_negotiation,nominal,collaborative_sorting,occluded_human_goal,0.7075,0.0410,0.0374,0.0164,0.1531,0.0230,0.2177,0.0291,0.0153,0.0067,0.7884,0.0411,0.1837,0.0036,7,0.1190
proposed_affordance_negotiation,nominal,collaborative_sorting,role_switch_request,0.7245,0.0376,0.0544,0.0203,0.1735,0.0321,0.1905,0.0420,0.0136,0.0061,0.8106,0.0228,0.1813,0.0045,7,0.0986
proposed_affordance_negotiation,nominal,handover_grip_choice,ambiguous_intent,0.7330,0.0233,0.0204,0.0122,0.1973,0.0321,0.2126,0.0230,0.0136,0.0094,0.8259,0.0259,0.1896,0.0035,7,0.0782
proposed_affordance_negotiation,nominal,handover_grip_choice,asymmetric_reach,0.6956,0.0321,0.0442,0.0111,0.1463,0.0321,0.1599,0.0209,0.0459,0.0164,0.7662,0.0206,0.1840,0.0033,7,0.1207
proposed_affordance_negotiation,nominal,handover_grip_choice,conflicting_safety_preference,0.6973,0.0432,0.0646,0.0133,0.1718,0.0356,0.1905,0.0345,0.0442,0.0111,0.8729,0.0403,0.2072,0.0020,7,0.1616
proposed_affordance_negotiation,nominal,handover_grip_choice,ergonomic_constraint,0.7092,0.0514,0.0306,0.0112,0.1565,0.0241,0.1735,0.0269,0.0102,0.0094,0.7475,0.0311,0.1869,0.0051,7,0.1207
proposed_affordance_negotiation,nominal,handover_grip_choice,load_sharing_mismatch,0.7415,0.0253,0.0595,0.0260,0.1684,0.0257,0.1803,0.0393,0.0493,0.0230,0.8096,0.0370,0.2001,0.0060,7,0.0850
proposed_affordance_negotiation,nominal,handover_grip_choice,occluded_human_goal,0.7228,0.0189,0.0255,0.0139,0.1616,0.0296,0.2126,0.0358,0.0068,0.0069,0.8371,0.0219,0.1898,0.0045,7,0.0952
proposed_affordance_negotiation,nominal,handover_grip_choice,role_switch_request,0.6888,0.0468,0.0374,0.0139,0.1667,0.0292,0.2143,0.0216,0.0187,0.0112,0.8488,0.0217,0.1914,0.0039,7,0.1837
proposed_affordance_negotiation,nominal,tool_use_handoff,ambiguous_intent,0.7262,0.0441,0.0340,0.0187,0.1820,0.0237,0.2381,0.0297,0.0085,0.0067,0.8468,0.0182,0.1917,0.0032,7,0.1071
proposed_affordance_negotiation,nominal,tool_use_handoff,asymmetric_reach,0.6939,0.0282,0.0731,0.0320,0.1803,0.0372,0.1922,0.0129,0.0595,0.0216,0.8075,0.0212,0.2014,0.0032,7,0.1207
proposed_affordance_negotiation,nominal,tool_use_handoff,conflicting_safety_preference,0.7449,0.0410,0.0510,0.0220,0.1531,0.0139,0.1905,0.0210,0.0374,0.0200,0.8690,0.0272,0.2164,0.0064,7,0.1020
proposed_affordance_negotiation,nominal,tool_use_handoff,ergonomic_constraint,0.6922,0.0336,0.0646,0.0227,0.1514,0.0313,0.1786,0.0210,0.0340,0.0119,0.7896,0.0188,0.1999,0.0049,7,0.1344
proposed_affordance_negotiation,nominal,tool_use_handoff,load_sharing_mismatch,0.7364,0.0303,0.0935,0.0351,0.1667,0.0288,0.2126,0.0236,0.0612,0.0180,0.8593,0.0324,0.2110,0.0053,7,0.0918
proposed_affordance_negotiation,nominal,tool_use_handoff,occluded_human_goal,0.7619,0.0420,0.0442,0.0098,0.1769,0.0257,0.2041,0.0262,0.0119,0.0051,0.8430,0.0265,0.1946,0.0044,7,0.0612
proposed_affordance_negotiation,nominal,tool_use_handoff,role_switch_request,0.7313,0.0227,0.0459,0.0156,0.1650,0.0200,0.2092,0.0341,0.0204,0.0141,0.8760,0.0232,0.2039,0.0019,7,0.0901
robot_capability_only_planner,capability_shift,assisted_assembly,ambiguous_intent,0.4558,0.0237,0.1037,0.0208,0.0527,0.0221,0.4269,0.0281,0.1224,0.0287,0.2819,0.0268,0.2539,0.0033,7,0.3112
robot_capability_only_planner,capability_shift,assisted_assembly,asymmetric_reach,0.5085,0.0474,0.1667,0.0306,0.0493,0.0257,0.4031,0.0537,0.1803,0.0257,0.2826,0.0289,0.2762,0.0035,7,0.2874
robot_capability_only_planner,capability_shift,assisted_assembly,conflicting_safety_preference,0.4813,0.0363,0.1548,0.0283,0.0663,0.0168,0.4422,0.0372,0.1684,0.0369,0.2742,0.0191,0.2945,0.0051,7,0.3469
robot_capability_only_planner,capability_shift,assisted_assembly,ergonomic_constraint,0.5085,0.0406,0.1497,0.0381,0.0578,0.0230,0.3963,0.0613,0.1650,0.0406,0.2540,0.0253,0.2802,0.0039,7,0.2925
robot_capability_only_planner,capability_shift,assisted_assembly,load_sharing_mismatch,0.5323,0.0619,0.1514,0.0282,0.0374,0.0156,0.3759,0.0133,0.2007,0.0542,0.2706,0.0143,0.2920,0.0046,7,0.2874
robot_capability_only_planner,capability_shift,assisted_assembly,occluded_human_goal,0.4966,0.0650,0.1105,0.0189,0.0544,0.0259,0.4269,0.0418,0.1650,0.0500,0.2784,0.0206,0.2641,0.0029,7,0.2687
robot_capability_only_planner,capability_shift,assisted_assembly,role_switch_request,0.4694,0.0384,0.1259,0.0209,0.0578,0.0129,0.4235,0.0576,0.1531,0.0271,0.2731,0.0245,0.2743,0.0036,7,0.3724
robot_capability_only_planner,capability_shift,co_carry_doorway,ambiguous_intent,0.4473,0.0269,0.1020,0.0287,0.0646,0.0209,0.4422,0.0508,0.1259,0.0301,0.2727,0.0119,0.2483,0.0069,7,0.3401
robot_capability_only_planner,capability_shift,co_carry_doorway,asymmetric_reach,0.5085,0.0400,0.1582,0.0208,0.0629,0.0202,0.3639,0.0227,0.2211,0.0259,0.2653,0.0141,0.2872,0.0048,7,0.3316
robot_capability_only_planner,capability_shift,co_carry_doorway,conflicting_safety_preference,0.4881,0.0322,0.1667,0.0334,0.0595,0.0322,0.3844,0.0380,0.1922,0.0369,0.2776,0.0193,0.3031,0.0041,7,0.3384
robot_capability_only_planner,capability_shift,co_carry_doorway,ergonomic_constraint,0.4677,0.0589,0.1514,0.0377,0.0612,0.0299,0.3690,0.0269,0.2126,0.0442,0.2926,0.0245,0.2918,0.0041,7,0.3418
robot_capability_only_planner,capability_shift,co_carry_doorway,load_sharing_mismatch,0.5459,0.0468,0.1599,0.0419,0.0680,0.0253,0.3997,0.0615,0.2262,0.0414,0.2990,0.0219,0.3056,0.0043,7,0.3010
robot_capability_only_planner,capability_shift,co_carry_doorway,occluded_human_goal,0.4694,0.0441,0.0867,0.0132,0.0697,0.0156,0.4116,0.0317,0.1293,0.0236,0.2453,0.0277,0.2641,0.0041,7,0.3010
robot_capability_only_planner,capability_shift,co_carry_doorway,role_switch_request,0.5119,0.0306,0.1344,0.0317,0.0612,0.0172,0.3537,0.0226,0.1701,0.0291,0.2847,0.0234,0.2828,0.0041,7,0.2891
robot_capability_only_planner,capability_shift,collaborative_sorting,ambiguous_intent,0.5255,0.0267,0.0833,0.0169,0.0527,0.0259,0.4252,0.0268,0.1139,0.0215,0.2624,0.0185,0.2436,0.0043,7,0.2109
robot_capability_only_planner,capability_shift,collaborative_sorting,asymmetric_reach,0.5357,0.0292,0.1003,0.0360,0.0476,0.0125,0.3963,0.0595,0.1548,0.0334,0.2591,0.0269,0.2600,0.0049,7,0.2194
robot_capability_only_planner,capability_shift,collaborative_sorting,conflicting_safety_preference,0.5068,0.0278,0.1259,0.0254,0.0442,0.0122,0.4422,0.0776,0.1990,0.0325,0.2669,0.0256,0.2705,0.0067,7,0.3367
robot_capability_only_planner,capability_shift,collaborative_sorting,ergonomic_constraint,0.4915,0.0419,0.1173,0.0267,0.0374,0.0119,0.3554,0.0246,0.1565,0.0271,0.2670,0.0220,0.2621,0.0033,7,0.2755
robot_capability_only_planner,capability_shift,collaborative_sorting,load_sharing_mismatch,0.5340,0.0433,0.1241,0.0227,0.0561,0.0141,0.3741,0.0370,0.1820,0.0208,0.2813,0.0231,0.2732,0.0040,7,0.2670
robot_capability_only_planner,capability_shift,collaborative_sorting,occluded_human_goal,0.5153,0.0268,0.1276,0.0263,0.0595,0.0125,0.4099,0.0329,0.1361,0.0196,0.2673,0.0355,0.2535,0.0052,7,0.2602
robot_capability_only_planner,capability_shift,collaborative_sorting,role_switch_request,0.5000,0.0576,0.1463,0.0282,0.0663,0.0183,0.3946,0.0180,0.1446,0.0230,0.2538,0.0200,0.2606,0.0030,7,0.3248
robot_capability_only_planner,capability_shift,handover_grip_choice,ambiguous_intent,0.5204,0.0237,0.0969,0.0148,0.0595,0.0233,0.4150,0.0324,0.1190,0.0249,0.2490,0.0243,0.2470,0.0037,7,0.2670
robot_capability_only_planner,capability_shift,handover_grip_choice,asymmetric_reach,0.5510,0.0488,0.1327,0.0180,0.0425,0.0133,0.3605,0.0383,0.1735,0.0221,0.2688,0.0160,0.2731,0.0042,7,0.2381
robot_capability_only_planner,capability_shift,handover_grip_choice,conflicting_safety_preference,0.5085,0.0569,0.1241,0.0238,0.0408,0.0196,0.3912,0.0328,0.1650,0.0206,0.2929,0.0120,0.2853,0.0027,7,0.3367
robot_capability_only_planner,capability_shift,handover_grip_choice,ergonomic_constraint,0.5068,0.0555,0.1497,0.0384,0.0374,0.0139,0.3861,0.0333,0.1667,0.0326,0.2883,0.0361,0.2742,0.0044,7,0.3027
robot_capability_only_planner,capability_shift,handover_grip_choice,load_sharing_mismatch,0.5425,0.0278,0.1463,0.0195,0.0595,0.0125,0.4099,0.0531,0.1990,0.0329,0.2738,0.0276,0.2824,0.0045,7,0.2806
robot_capability_only_planner,capability_shift,handover_grip_choice,occluded_human_goal,0.4762,0.0534,0.1105,0.0237,0.0561,0.0111,0.4116,0.0352,0.1463,0.0410,0.2443,0.0136,0.2627,0.0034,7,0.3180
robot_capability_only_planner,capability_shift,handover_grip_choice,role_switch_request,0.5119,0.0356,0.1378,0.0221,0.0646,0.0086,0.4031,0.0358,0.1514,0.0419,0.2542,0.0272,0.2642,0.0031,7,0.2704
robot_capability_only_planner,capability_shift,tool_use_handoff,ambiguous_intent,0.4898,0.0595,0.1173,0.0213,0.0663,0.0227,0.4303,0.0442,0.1190,0.0161,0.2551,0.0384,0.2505,0.0050,7,0.2687
robot_capability_only_planner,capability_shift,tool_use_handoff,asymmetric_reach,0.5119,0.0330,0.1293,0.0382,0.0459,0.0172,0.3520,0.0259,0.1990,0.0226,0.2777,0.0281,0.2841,0.0042,7,0.2976
robot_capability_only_planner,capability_shift,tool_use_handoff,conflicting_safety_preference,0.4983,0.0362,0.1667,0.0432,0.0561,0.0159,0.4252,0.0480,0.1752,0.0263,0.2734,0.0287,0.2987,0.0037,7,0.3435
robot_capability_only_planner,capability_shift,tool_use_handoff,ergonomic_constraint,0.4813,0.0363,0.1616,0.0196,0.0425,0.0123,0.3759,0.0238,0.1973,0.0309,0.2655,0.0266,0.2839,0.0032,7,0.3112
robot_capability_only_planner,capability_shift,tool_use_handoff,load_sharing_mismatch,0.5357,0.0338,0.1837,0.0360,0.0510,0.0189,0.3367,0.0493,0.1939,0.0431,0.2924,0.0159,0.2969,0.0030,7,0.2959
robot_capability_only_planner,capability_shift,tool_use_handoff,occluded_human_goal,0.4490,0.0519,0.1054,0.0307,0.0629,0.0248,0.3997,0.0446,0.1650,0.0354,0.2866,0.0283,0.2674,0.0043,7,0.3503
robot_capability_only_planner,capability_shift,tool_use_handoff,role_switch_request,0.4677,0.0463,0.1139,0.0345,0.0544,0.0196,0.4116,0.0321,0.1837,0.0209,0.2626,0.0251,0.2720,0.0043,7,0.3180
robot_capability_only_planner,combined_stress,assisted_assembly,ambiguous_intent,0.4116,0.0367,0.1241,0.0264,0.0595,0.0125,0.5289,0.0333,0.1361,0.0292,0.3925,0.0210,0.2992,0.0020,7,0.3316
robot_capability_only_planner,combined_stress,assisted_assembly,asymmetric_reach,0.4320,0.0671,0.1548,0.0338,0.0697,0.0230,0.4779,0.0457,0.1990,0.0258,0.4130,0.0259,0.3258,0.0046,7,0.3282
robot_capability_only_planner,combined_stress,assisted_assembly,conflicting_safety_preference,0.4456,0.0278,0.1701,0.0291,0.0629,0.0214,0.4898,0.0495,0.2262,0.0353,0.3960,0.0219,0.3434,0.0032,7,0.3656
robot_capability_only_planner,combined_stress,assisted_assembly,ergonomic_constraint,0.4303,0.0603,0.1752,0.0397,0.0425,0.0152,0.4609,0.0480,0.1633,0.0304,0.4153,0.0240,0.3263,0.0025,7,0.3350
robot_capability_only_planner,combined_stress,assisted_assembly,load_sharing_mismatch,0.4524,0.0401,0.1650,0.0324,0.0680,0.0237,0.4609,0.0309,0.2058,0.0474,0.3833,0.0330,0.3379,0.0042,7,0.3163
robot_capability_only_planner,combined_stress,assisted_assembly,occluded_human_goal,0.3895,0.0508,0.1207,0.0200,0.0629,0.0202,0.5153,0.0564,0.1344,0.0220,0.3972,0.0285,0.3087,0.0058,7,0.3418
robot_capability_only_planner,combined_stress,assisted_assembly,role_switch_request,0.4235,0.0301,0.1803,0.0213,0.0459,0.0139,0.5289,0.0423,0.1956,0.0152,0.3987,0.0155,0.3221,0.0023,7,0.3418
robot_capability_only_planner,combined_stress,co_carry_doorway,ambiguous_intent,0.3980,0.0321,0.1088,0.0281,0.0646,0.0143,0.5289,0.0367,0.1293,0.0320,0.3760,0.0181,0.2991,0.0043,7,0.3248
robot_capability_only_planner,combined_stress,co_carry_doorway,asymmetric_reach,0.4762,0.0404,0.1803,0.0180,0.0544,0.0133,0.4286,0.0356,0.2262,0.0288,0.4058,0.0224,0.3357,0.0029,7,0.3010
robot_capability_only_planner,combined_stress,co_carry_doorway,conflicting_safety_preference,0.4218,0.0292,0.1837,0.0287,0.0816,0.0276,0.5221,0.0351,0.2245,0.0257,0.4062,0.0301,0.3575,0.0037,7,0.3776
robot_capability_only_planner,combined_stress,co_carry_doorway,ergonomic_constraint,0.4660,0.0457,0.2075,0.0341,0.0697,0.0193,0.4796,0.0446,0.2075,0.0227,0.3865,0.0418,0.3376,0.0051,7,0.2908
robot_capability_only_planner,combined_stress,co_carry_doorway,load_sharing_mismatch,0.4677,0.0403,0.1990,0.0485,0.0663,0.0152,0.4830,0.0477,0.2381,0.0135,0.4178,0.0369,0.3564,0.0018,7,0.3401
robot_capability_only_planner,combined_stress,co_carry_doorway,occluded_human_goal,0.3656,0.0413,0.1480,0.0301,0.0595,0.0088,0.4949,0.0526,0.1616,0.0274,0.4085,0.0115,0.3157,0.0037,7,0.3793
robot_capability_only_planner,combined_stress,co_carry_doorway,role_switch_request,0.4048,0.0504,0.1412,0.0213,0.0612,0.0262,0.4779,0.0324,0.1939,0.0226,0.3899,0.0294,0.3264,0.0030,7,0.3554
robot_capability_only_planner,combined_stress,collaborative_sorting,ambiguous_intent,0.3844,0.0258,0.0901,0.0215,0.0612,0.0224,0.5085,0.0243,0.1190,0.0176,0.3706,0.0169,0.2878,0.0046,7,0.3112
robot_capability_only_planner,combined_stress,collaborative_sorting,asymmetric_reach,0.4167,0.0191,0.1616,0.0254,0.0391,0.0111,0.4507,0.0684,0.1888,0.0148,0.3830,0.0246,0.3029,0.0040,7,0.2857
robot_capability_only_planner,combined_stress,collaborative_sorting,conflicting_safety_preference,0.4779,0.0554,0.1412,0.0369,0.0476,0.0204,0.4830,0.0243,0.2109,0.0443,0.4039,0.0178,0.3223,0.0042,7,0.2891
robot_capability_only_planner,combined_stress,collaborative_sorting,ergonomic_constraint,0.4864,0.0523,0.1480,0.0227,0.0391,0.0258,0.4796,0.0393,0.1293,0.0129,0.3711,0.0203,0.3054,0.0037,7,0.2296
robot_capability_only_planner,combined_stress,collaborative_sorting,load_sharing_mismatch,0.4575,0.0519,0.1446,0.0436,0.0527,0.0168,0.4864,0.0267,0.2194,0.0352,0.4105,0.0255,0.3195,0.0050,7,0.3418
robot_capability_only_planner,combined_stress,collaborative_sorting,occluded_human_goal,0.4320,0.0482,0.1276,0.0296,0.0510,0.0122,0.5153,0.0452,0.1361,0.0321,0.3670,0.0098,0.2937,0.0042,7,0.3265
robot_capability_only_planner,combined_stress,collaborative_sorting,role_switch_request,0.3929,0.0356,0.1293,0.0436,0.0476,0.0169,0.5102,0.0351,0.1207,0.0246,0.3994,0.0217,0.3035,0.0051,7,0.3418
robot_capability_only_planner,combined_stress,handover_grip_choice,ambiguous_intent,0.4116,0.0435,0.1224,0.0220,0.0510,0.0084,0.5374,0.0415,0.1344,0.0278,0.3870,0.0268,0.2937,0.0042,7,0.3146
robot_capability_only_planner,combined_stress,handover_grip_choice,asymmetric_reach,0.4541,0.0230,0.1344,0.0220,0.0578,0.0281,0.4388,0.0156,0.2092,0.0384,0.4347,0.0279,0.3226,0.0042,7,0.3163
robot_capability_only_planner,combined_stress,handover_grip_choice,conflicting_safety_preference,0.4813,0.0329,0.1837,0.0337,0.0340,0.0107,0.4898,0.0484,0.1786,0.0491,0.3924,0.0277,0.3363,0.0053,7,0.3078
robot_capability_only_planner,combined_stress,handover_grip_choice,ergonomic_constraint,0.4677,0.0443,0.1310,0.0216,0.0612,0.0219,0.4728,0.0287,0.1769,0.0257,0.3767,0.0313,0.3187,0.0018,7,0.2908
robot_capability_only_planner,combined_stress,handover_grip_choice,load_sharing_mismatch,0.4660,0.0448,0.1837,0.0321,0.0663,0.0203,0.4677,0.0325,0.2211,0.0313,0.3932,0.0244,0.3328,0.0044,7,0.3146
robot_capability_only_planner,combined_stress,handover_grip_choice,occluded_human_goal,0.4303,0.0418,0.1122,0.0292,0.0561,0.0150,0.5051,0.0243,0.1752,0.0344,0.3736,0.0171,0.3031,0.0014,7,0.3367
