method,split,stress_level,seed,rows,success,ci95_success,physical_violation,ci95_physical_violation,human_burden,ci95_human_burden,intent_error,ci95_intent_error,overpromise,ci95_overpromise,autonomy_conflict,ci95_autonomy_conflict,unnecessary_query,ci95_unnecessary_query,negotiation_rounds,ci95_negotiation_rounds,ece,ci95_ece,regret,ci95_regret,utility,ci95_utility
conformal_intent_risk_filter,stress_02,0.22222,3,48,0.63889,0.05357,0.04514,0.02330,0.25694,0.04453,0.23264,0.04935,0.09028,0.03885,0.05903,0.03150,0.00000,0.00000,0.54402,0.01847,0.08505,0.02256,0.19858,0.00396,0.30481,0.06753
conformal_intent_risk_filter,stress_02,0.22222,4,48,0.68750,0.04827,0.05556,0.02246,0.17361,0.05324,0.28819,0.04321,0.08681,0.03074,0.02778,0.01776,0.00347,0.00681,0.54401,0.01835,0.09342,0.02200,0.19932,0.00383,0.37011,0.06122
conformal_intent_risk_filter,stress_02,0.22222,5,48,0.59028,0.06225,0.05903,0.02834,0.19097,0.04009,0.28819,0.06054,0.12500,0.04814,0.03819,0.02003,0.00000,0.00000,0.54196,0.01864,0.09800,0.02629,0.20047,0.00359,0.24254,0.07529
conformal_intent_risk_filter,stress_02,0.22222,6,48,0.62153,0.06359,0.03125,0.02099,0.20833,0.04404,0.25000,0.04665,0.11806,0.03501,0.04167,0.02480,0.00347,0.00681,0.54497,0.01880,0.07243,0.02066,0.19939,0.00359,0.31108,0.07423
conformal_intent_risk_filter,stress_02,0.22222,7,48,0.62153,0.05565,0.06944,0.02891,0.17361,0.04761,0.26042,0.05664,0.13542,0.03849,0.03125,0.01860,0.00000,0.00000,0.54094,0.01888,0.10576,0.02765,0.19775,0.00390,0.27754,0.06953
conformal_intent_risk_filter,stress_02,0.22222,8,48,0.64236,0.05237,0.03472,0.02166,0.19792,0.04087,0.27778,0.06022,0.10069,0.04535,0.03472,0.02566,0.00347,0.00681,0.54437,0.01835,0.07471,0.02187,0.20082,0.00373,0.33257,0.06504
conformal_intent_risk_filter,stress_02,0.22222,9,48,0.69444,0.06253,0.06250,0.02686,0.19097,0.04561,0.25347,0.04764,0.11111,0.03682,0.03472,0.02744,0.00347,0.00681,0.54185,0.01884,0.10101,0.02483,0.20073,0.00420,0.36126,0.07855
conformal_intent_risk_filter,stress_03,0.33333,0,48,0.64236,0.05053,0.06597,0.03187,0.25000,0.04959,0.28472,0.04859,0.13194,0.04235,0.04167,0.02664,0.00347,0.00681,0.58485,0.01967,0.11677,0.02944,0.20596,0.00399,0.25351,0.06708
conformal_intent_risk_filter,stress_03,0.33333,1,48,0.64583,0.05470,0.07639,0.03501,0.28819,0.04097,0.26042,0.04655,0.10764,0.04068,0.05903,0.02662,0.00000,0.00000,0.58302,0.01986,0.12631,0.03132,0.20392,0.00381,0.24296,0.07407
conformal_intent_risk_filter,stress_03,0.33333,2,48,0.68403,0.05523,0.06597,0.02330,0.18403,0.05169,0.28819,0.04429,0.11806,0.04005,0.03125,0.01860,0.00694,0.00952,0.58275,0.01975,0.11613,0.02242,0.20462,0.00391,0.33254,0.07278
conformal_intent_risk_filter,stress_03,0.33333,3,48,0.56250,0.05805,0.05208,0.02209,0.21528,0.04345,0.28472,0.05751,0.14583,0.04417,0.05903,0.02662,0.00000,0.00000,0.58113,0.01972,0.10458,0.02070,0.20545,0.00367,0.19515,0.07415
conformal_intent_risk_filter,stress_03,0.33333,4,48,0.58681,0.06667,0.04167,0.02281,0.23611,0.04221,0.23611,0.04545,0.13889,0.04277,0.05208,0.02778,0.00347,0.00681,0.58471,0.02008,0.09557,0.02203,0.20548,0.00348,0.24236,0.07993
conformal_intent_risk_filter,stress_03,0.33333,5,48,0.62847,0.04587,0.07292,0.02903,0.18403,0.04154,0.27778,0.05782,0.13542,0.03724,0.05208,0.02778,0.00000,0.00000,0.58052,0.02019,0.12173,0.02740,0.20325,0.00409,0.26141,0.06097
conformal_intent_risk_filter,stress_03,0.33333,6,48,0.63194,0.06071,0.04861,0.02374,0.22222,0.03682,0.30556,0.04895,0.12847,0.04982,0.03819,0.02430,0.00347,0.00681,0.58340,0.01984,0.10074,0.02346,0.20757,0.00400,0.27027,0.07929
conformal_intent_risk_filter,stress_03,0.33333,7,48,0.64236,0.06227,0.06250,0.02856,0.21181,0.04838,0.27083,0.04728,0.11806,0.04122,0.05208,0.02778,0.00000,0.00000,0.58292,0.02018,0.11390,0.02632,0.20730,0.00411,0.28371,0.07922
conformal_intent_risk_filter,stress_03,0.33333,8,48,0.62500,0.06415,0.06597,0.02706,0.21181,0.05214,0.33333,0.05415,0.10417,0.03966,0.04861,0.02744,0.00694,0.00952,0.58494,0.01946,0.11685,0.02516,0.20630,0.00379,0.24607,0.07317
conformal_intent_risk_filter,stress_03,0.33333,9,48,0.63194,0.06449,0.06944,0.02891,0.20486,0.04689,0.28819,0.05815,0.10764,0.03150,0.05903,0.02834,0.00347,0.00681,0.58288,0.01972,0.12116,0.02656,0.20567,0.00381,0.26459,0.08818
conformal_intent_risk_filter,stress_04,0.44444,0,48,0.68056,0.04944,0.07986,0.02916,0.21528,0.05050,0.30903,0.05053,0.14931,0.04154,0.03819,0.02226,0.00694,0.00952,0.62214,0.02114,0.14234,0.02596,0.20999,0.00378,0.27396,0.06991
conformal_intent_risk_filter,stress_04,0.44444,1,48,0.57986,0.05671,0.05903,0.02662,0.25347,0.04456,0.31597,0.05935,0.16667,0.04562,0.07292,0.02903,0.00000,0.00000,0.62174,0.02123,0.12298,0.02478,0.21087,0.00370,0.16087,0.07141
conformal_intent_risk_filter,stress_04,0.44444,2,48,0.57292,0.05828,0.04861,0.02566,0.25000,0.04959,0.26736,0.04739,0.13542,0.04312,0.05903,0.02834,0.00347,0.00681,0.62418,0.02125,0.11542,0.02342,0.21082,0.00338,0.20030,0.07078
conformal_intent_risk_filter,stress_04,0.44444,3,48,0.63194,0.04660,0.08681,0.03074,0.22222,0.05699,0.29861,0.05234,0.15278,0.03991,0.06250,0.03018,0.00000,0.00000,0.62083,0.02147,0.14690,0.02807,0.20849,0.00410,0.21164,0.07400
conformal_intent_risk_filter,stress_04,0.44444,4,48,0.61458,0.05429,0.06597,0.02875,0.22569,0.03950,0.28819,0.04638,0.16319,0.04294,0.04861,0.02744,0.00694,0.00952,0.62254,0.02115,0.12856,0.02733,0.21298,0.00413,0.21710,0.07099
conformal_intent_risk_filter,stress_04,0.44444,5,48,0.63194,0.06148,0.09028,0.03762,0.21181,0.04935,0.28472,0.05143,0.15278,0.03991,0.05208,0.02602,0.00000,0.00000,0.62209,0.02149,0.15011,0.03330,0.21231,0.00430,0.22020,0.08457
conformal_intent_risk_filter,stress_04,0.44444,6,48,0.62847,0.06246,0.08333,0.03226,0.23611,0.05038,0.30208,0.05297,0.13889,0.04596,0.05556,0.02634,0.00694,0.00952,0.62353,0.02104,0.14581,0.02824,0.21135,0.00391,0.21060,0.08232
conformal_intent_risk_filter,stress_04,0.44444,7,48,0.61111,0.05616,0.06944,0.03050,0.20833,0.04404,0.31250,0.05723,0.11806,0.03363,0.07639,0.03363,0.00347,0.00681,0.62102,0.02100,0.13402,0.02691,0.21025,0.00366,0.22181,0.08004
conformal_intent_risk_filter,stress_04,0.44444,8,48,0.58333,0.05754,0.06250,0.03316,0.25000,0.05671,0.31250,0.05723,0.11111,0.03127,0.05208,0.02413,0.00000,0.00000,0.62299,0.02131,0.12607,0.02994,0.21120,0.00368,0.19278,0.07925
conformal_intent_risk_filter,stress_04,0.44444,9,48,0.58681,0.05237,0.10417,0.03170,0.17708,0.05092,0.28472,0.05668,0.12500,0.04069,0.07292,0.03494,0.00000,0.00000,0.62236,0.02158,0.16249,0.02843,0.21028,0.00395,0.18201,0.07786
conformal_intent_risk_filter,stress_05,0.55556,0,48,0.53819,0.05436,0.06597,0.02875,0.26389,0.05822,0.26389,0.04748,0.13889,0.04165,0.07292,0.03212,0.00347,0.00681,0.66319,0.02267,0.14330,0.02550,0.21644,0.00366,0.13331,0.06745
conformal_intent_risk_filter,stress_05,0.55556,1,48,0.59028,0.05050,0.09028,0.03220,0.22222,0.05699,0.31944,0.05822,0.16667,0.04010,0.06250,0.03590,0.00000,0.00000,0.66189,0.02248,0.16290,0.02815,0.21392,0.00424,0.15005,0.07492
conformal_intent_risk_filter,stress_05,0.55556,2,48,0.62500,0.06113,0.07639,0.02911,0.25694,0.04235,0.29861,0.04956,0.19444,0.04596,0.07292,0.03356,0.00347,0.00681,0.66160,0.02270,0.15093,0.02644,0.21825,0.00425,0.17595,0.07709
conformal_intent_risk_filter,stress_05,0.55556,3,48,0.59722,0.06215,0.07986,0.03224,0.23611,0.05740,0.29167,0.05283,0.18403,0.04266,0.06944,0.02543,0.00000,0.00000,0.66187,0.02301,0.15409,0.02826,0.21673,0.00442,0.16245,0.08470
conformal_intent_risk_filter,stress_05,0.55556,4,48,0.60764,0.06189,0.10069,0.03605,0.23611,0.05401,0.29514,0.05169,0.15625,0.04604,0.07292,0.03061,0.00694,0.00952,0.66316,0.02237,0.17177,0.03071,0.21660,0.00408,0.15827,0.07885
conformal_intent_risk_filter,stress_05,0.55556,5,48,0.57292,0.05319,0.08333,0.02751,0.25694,0.05913,0.30556,0.05782,0.16319,0.03828,0.08681,0.03638,0.00347,0.00681,0.65994,0.02234,0.15860,0.02306,0.21555,0.00382,0.12346,0.07478
conformal_intent_risk_filter,stress_05,0.55556,6,48,0.59028,0.06071,0.06944,0.03870,0.24653,0.05501,0.32986,0.05629,0.15278,0.03746,0.06944,0.02891,0.00000,0.00000,0.66412,0.02231,0.14456,0.03324,0.21586,0.00370,0.16218,0.08151
conformal_intent_risk_filter,stress_05,0.55556,7,48,0.57639,0.05498,0.12500,0.03829,0.19792,0.05022,0.29514,0.05076,0.16319,0.04714,0.07639,0.03220,0.00000,0.00000,0.66329,0.02294,0.19139,0.03243,0.21556,0.00405,0.11535,0.07993
conformal_intent_risk_filter,stress_05,0.55556,8,48,0.59028,0.06806,0.09722,0.03201,0.25694,0.04558,0.29514,0.06093,0.14583,0.03720,0.07292,0.03356,0.00000,0.00000,0.66182,0.02241,0.16886,0.02731,0.21619,0.00382,0.14108,0.08028
conformal_intent_risk_filter,stress_05,0.55556,9,48,0.60417,0.05556,0.10069,0.03859,0.24653,0.05146,0.31944,0.05657,0.13889,0.04049,0.06944,0.03618,0.00694,0.00952,0.66143,0.02277,0.17077,0.03329,0.21505,0.00399,0.15005,0.07251
conformal_intent_risk_filter,stress_06,0.66667,0,48,0.60069,0.05975,0.10069,0.03333,0.25347,0.04664,0.30903,0.05237,0.20139,0.05143,0.08333,0.03076,0.00347,0.00681,0.70075,0.02394,0.18335,0.02868,0.22306,0.00431,0.11438,0.09079
conformal_intent_risk_filter,stress_06,0.66667,1,48,0.59028,0.05913,0.10417,0.04523,0.25694,0.05234,0.31597,0.05691,0.22222,0.04698,0.07292,0.02735,0.00000,0.00000,0.70200,0.02412,0.18468,0.03742,0.22220,0.00433,0.09069,0.09467
conformal_intent_risk_filter,stress_06,0.66667,2,48,0.58681,0.06151,0.11111,0.03416,0.23611,0.05313,0.31944,0.05401,0.17361,0.04859,0.07292,0.03212,0.00347,0.00681,0.70298,0.02376,0.19116,0.02874,0.22141,0.00406,0.10807,0.07540
conformal_intent_risk_filter,stress_06,0.66667,3,48,0.56250,0.05383,0.08333,0.02918,0.26736,0.05565,0.29861,0.05143,0.18750,0.03966,0.09375,0.03755,0.00694,0.00952,0.69938,0.02354,0.17120,0.02377,0.22092,0.00375,0.09493,0.06951
conformal_intent_risk_filter,stress_06,0.66667,4,48,0.56597,0.06433,0.07639,0.03634,0.27083,0.05640,0.30903,0.05237,0.17014,0.04403,0.07292,0.02735,0.00000,0.00000,0.70411,0.02383,0.16306,0.03075,0.22104,0.00378,0.11518,0.08202
conformal_intent_risk_filter,stress_06,0.66667,5,48,0.56597,0.05733,0.11806,0.03885,0.22917,0.04523,0.30556,0.05177,0.20833,0.05795,0.07986,0.03224,0.00000,0.00000,0.70175,0.02444,0.19723,0.03178,0.22091,0.00410,0.07159,0.07915
conformal_intent_risk_filter,stress_06,0.66667,6,48,0.59375,0.06221,0.11111,0.03416,0.26736,0.04638,0.30556,0.04798,0.16319,0.04068,0.08681,0.03368,0.00000,0.00000,0.70116,0.02368,0.19191,0.02823,0.22146,0.00405,0.10697,0.07552
conformal_intent_risk_filter,stress_06,0.66667,7,48,0.57292,0.05494,0.10417,0.03845,0.24653,0.04664,0.31944,0.05223,0.15972,0.04235,0.07292,0.03212,0.00347,0.00681,0.70101,0.02396,0.18607,0.03207,0.22041,0.00429,0.10306,0.07015
conformal_intent_risk_filter,stress_06,0.66667,8,48,0.61458,0.06086,0.10417,0.04083,0.24653,0.04561,0.31250,0.05294,0.18403,0.05608,0.07986,0.03368,0.00347,0.00681,0.69965,0.02441,0.18660,0.03273,0.22069,0.00372,0.13486,0.07813
conformal_intent_risk_filter,stress_06,0.66667,9,48,0.57986,0.05835,0.12500,0.03439,0.25347,0.05326,0.31944,0.05223,0.18056,0.04545,0.08681,0.04125,0.00347,0.00681,0.70160,0.02388,0.20177,0.02924,0.22105,0.00480,0.07125,0.08678
conformal_intent_risk_filter,stress_07,0.77778,0,48,0.56597,0.05895,0.11458,0.03787,0.27778,0.04798,0.29514,0.05259,0.19444,0.04277,0.09375,0.03755,0.00347,0.00681,0.74164,0.02497,0.20681,0.03036,0.22549,0.00397,0.05548,0.07403
conformal_intent_risk_filter,stress_07,0.77778,1,48,0.56597,0.05565,0.11458,0.03528,0.30208,0.05297,0.28819,0.05030,0.19444,0.04386,0.09375,0.03494,0.00694,0.00952,0.73902,0.02483,0.20667,0.02777,0.22556,0.00407,0.04617,0.07969
conformal_intent_risk_filter,stress_07,0.77778,2,48,0.58681,0.06227,0.09722,0.03746,0.30556,0.05444,0.36111,0.05085,0.18750,0.05019,0.10069,0.02875,0.00000,0.00000,0.74310,0.02502,0.19182,0.03066,0.22635,0.00400,0.06130,0.08114
conformal_intent_risk_filter,stress_07,0.77778,3,48,0.56944,0.05401,0.13194,0.04122,0.27083,0.04309,0.34028,0.05234,0.22222,0.04991,0.08681,0.03766,0.00000,0.00000,0.74143,0.02525,0.21905,0.03218,0.22579,0.00439,0.01801,0.08192
conformal_intent_risk_filter,stress_07,0.77778,4,48,0.62153,0.05650,0.13194,0.04453,0.32292,0.04805,0.30208,0.05297,0.20139,0.04761,0.08333,0.03369,0.00000,0.00000,0.74070,0.02486,0.21933,0.03518,0.22661,0.00427,0.06942,0.07966
conformal_intent_risk_filter,stress_07,0.77778,5,48,0.55556,0.05616,0.12153,0.04429,0.26736,0.05030,0.32639,0.05992,0.19444,0.04798,0.07639,0.03220,0.00347,0.00681,0.74162,0.02517,0.21107,0.03565,0.22498,0.00439,0.03605,0.07477
conformal_intent_risk_filter,stress_07,0.77778,6,48,0.56944,0.06215,0.11458,0.04029,0.24653,0.04764,0.32292,0.05949,0.22222,0.05782,0.08333,0.03507,0.00347,0.00681,0.73932,0.02549,0.20548,0.03167,0.22602,0.00401,0.05466,0.07875
conformal_intent_risk_filter,stress_07,0.77778,7,48,0.57639,0.06148,0.13542,0.03849,0.28125,0.05252,0.31944,0.05657,0.18403,0.04587,0.09028,0.03634,0.00347,0.00681,0.74300,0.02516,0.22012,0.03157,0.22542,0.00484,0.03846,0.09023
conformal_intent_risk_filter,stress_07,0.77778,8,48,0.56250,0.06123,0.13542,0.03970,0.29861,0.05832,0.35764,0.05586,0.17708,0.04706,0.06250,0.03316,0.00347,0.00681,0.74072,0.02551,0.22155,0.03231,0.22613,0.00404,0.01373,0.07671
conformal_intent_risk_filter,stress_07,0.77778,9,48,0.55903,0.04613,0.11111,0.03552,0.29861,0.05324,0.35764,0.05915,0.22917,0.04728,0.10417,0.03456,0.00694,0.00952,0.74112,0.02486,0.20143,0.02938,0.22587,0.00441,0.00263,0.07892
conformal_intent_risk_filter,stress_08,0.88889,0,48,0.57292,0.06871,0.09722,0.04107,0.31597,0.05608,0.38194,0.05751,0.23264,0.05304,0.11458,0.03249,0.00000,0.00000,0.78294,0.02641,0.20400,0.03202,0.23071,0.00436,0.00945,0.08174
conformal_intent_risk_filter,stress_08,0.88889,1,48,0.56944,0.05038,0.15278,0.04107,0.28472,0.03762,0.37847,0.05393,0.21181,0.05030,0.08681,0.04238,0.00000,0.00000,0.78155,0.02699,0.24516,0.03114,0.23070,0.00482,-0.02271,0.07900
conformal_intent_risk_filter,stress_08,0.88889,2,48,0.62500,0.04715,0.16667,0.04959,0.34722,0.06061,0.34375,0.05363,0.20833,0.04510,0.09028,0.03220,0.00000,0.00000,0.78044,0.02627,0.25583,0.03787,0.23074,0.00421,0.00164,0.08038
conformal_intent_risk_filter,stress_08,0.88889,3,48,0.53125,0.06714,0.13542,0.04731,0.28125,0.04878,0.34375,0.04998,0.18750,0.05556,0.07986,0.03368,0.00000,0.00000,0.78146,0.02630,0.23237,0.03642,0.23076,0.00466,-0.01583,0.10107
conformal_intent_risk_filter,stress_08,0.88889,4,48,0.57292,0.05746,0.11806,0.04005,0.28819,0.05123,0.33333,0.06151,0.24306,0.05498,0.09722,0.03618,0.00347,0.00681,0.77957,0.02666,0.21865,0.03143,0.23127,0.00392,0.01617,0.07980
conformal_intent_risk_filter,stress_08,0.88889,5,48,0.56597,0.05895,0.13889,0.04165,0.29514,0.05259,0.30556,0.04698,0.20139,0.04761,0.09028,0.03501,0.00347,0.00681,0.78273,0.02666,0.23242,0.03262,0.23002,0.00468,0.01268,0.09274
conformal_intent_risk_filter,stress_08,0.88889,6,48,0.53819,0.06015,0.14931,0.03920,0.32639,0.05498,0.35764,0.05414,0.19792,0.04630,0.09028,0.03501,0.00347,0.00681,0.78052,0.02680,0.24309,0.03029,0.23109,0.00449,-0.05767,0.07330
conformal_intent_risk_filter,stress_08,0.88889,7,48,0.52778,0.04596,0.12847,0.03920,0.32292,0.05184,0.37847,0.06359,0.23264,0.05304,0.11806,0.03363,0.00347,0.00681,0.78157,0.02592,0.22586,0.03131,0.23042,0.00473,-0.07336,0.08088
conformal_intent_risk_filter,stress_08,0.88889,8,48,0.58681,0.05501,0.08333,0.03076,0.29167,0.05101,0.31944,0.06139,0.17014,0.04509,0.09028,0.03220,0.00000,0.00000,0.78169,0.02602,0.19584,0.02413,0.23130,0.00445,0.10496,0.06999
conformal_intent_risk_filter,stress_08,0.88889,9,48,0.52778,0.06100,0.12500,0.03829,0.36806,0.06148,0.33333,0.04240,0.26389,0.05657,0.10417,0.03966,0.00000,0.00000,0.78174,0.02638,0.22488,0.03048,0.23115,0.00434,-0.08362,0.09346
conformal_intent_risk_filter,stress_09,1.00000,0,48,0.61458,0.05069,0.17708,0.04998,0.36458,0.05115,0.35069,0.05855,0.21181,0.05565,0.10069,0.02875,0.00000,0.00000,0.81928,0.02773,0.27361,0.03650,0.23453,0.00441,-0.03745,0.08631
conformal_intent_risk_filter,stress_09,1.00000,1,48,0.54861,0.06449,0.16319,0.04911,0.27778,0.04698,0.35069,0.05169,0.20139,0.04761,0.10417,0.04083,0.00000,0.00000,0.81970,0.02788,0.26271,0.03617,0.23602,0.00478,-0.04473,0.10209
conformal_intent_risk_filter,stress_09,1.00000,2,48,0.56250,0.05886,0.12500,0.04183,0.31944,0.05131,0.34722,0.05903,0.23264,0.05123,0.13542,0.03849,0.00347,0.00681,0.81895,0.02763,0.23597,0.03087,0.23603,0.00425,-0.02962,0.07931
conformal_intent_risk_filter,stress_09,1.00000,3,48,0.52778,0.05943,0.15625,0.04285,0.32986,0.04911,0.31944,0.05038,0.21875,0.04578,0.08681,0.03224,0.00347,0.00681,0.82269,0.02795,0.25530,0.03262,0.23506,0.00477,-0.07447,0.08282
conformal_intent_risk_filter,stress_09,1.00000,4,48,0.52431,0.06073,0.15278,0.04221,0.35417,0.05886,0.36458,0.06047,0.20833,0.05101,0.11806,0.03501,0.00347,0.00681,0.82062,0.02807,0.25649,0.03111,0.23610,0.00472,-0.10521,0.06475
conformal_intent_risk_filter,stress_09,1.00000,5,48,0.52431,0.04862,0.14236,0.04009,0.34375,0.05363,0.39236,0.06265,0.24306,0.05050,0.13542,0.03460,0.01042,0.01153,0.82099,0.02723,0.24634,0.03082,0.23505,0.00477,-0.11961,0.08772
conformal_intent_risk_filter,stress_09,1.00000,6,48,0.56597,0.04638,0.11458,0.03909,0.30556,0.04895,0.34028,0.05668,0.20486,0.05169,0.11111,0.03416,0.00000,0.00000,0.82023,0.02742,0.22831,0.02970,0.23532,0.00476,0.01321,0.06714
conformal_intent_risk_filter,stress_09,1.00000,7,48,0.50694,0.07011,0.13889,0.04049,0.38194,0.05584,0.38542,0.04680,0.26042,0.05138,0.13542,0.04731,0.00000,0.00000,0.82082,0.02784,0.24557,0.03091,0.23619,0.00459,-0.15380,0.10460
conformal_intent_risk_filter,stress_09,1.00000,8,48,0.59028,0.05584,0.14236,0.03889,0.32292,0.05949,0.36111,0.05531,0.23264,0.04535,0.13542,0.04421,0.00000,0.00000,0.82122,0.02772,0.24763,0.02994,0.23457,0.00500,-0.02665,0.07799
conformal_intent_risk_filter,stress_09,1.00000,9,48,0.54861,0.06071,0.14236,0.03766,0.30903,0.05586,0.32639,0.05668,0.22222,0.05085,0.11806,0.03885,0.00694,0.00952,0.82051,0.02794,0.24625,0.02943,0.23600,0.00439,-0.04188,0.08724
human_model_mpc,stress_00,0.00000,0,48,0.69792,0.06278,0.06250,0.03018,0.10417,0.03456,0.24653,0.05053,0.16319,0.04613,0.02778,0.02448,0.00000,0.00000,0.41311,0.01369,0.13874,0.02609,0.18754,0.00418,0.39144,0.07748
human_model_mpc,stress_00,0.00000,1,48,0.67708,0.05363,0.06944,0.03050,0.12153,0.03979,0.20833,0.04912,0.14583,0.04309,0.01042,0.01509,0.00000,0.00000,0.41449,0.01304,0.14488,0.02609,0.18620,0.00433,0.38041,0.06923
human_model_mpc,stress_00,0.00000,2,48,0.68403,0.04982,0.05903,0.02662,0.12500,0.03704,0.23264,0.05030,0.16319,0.03950,0.00000,0.00000,0.00000,0.00000,0.41432,0.01386,0.13729,0.02246,0.18759,0.00384,0.38400,0.06060
human_model_mpc,stress_00,0.00000,3,48,0.69097,0.06738,0.06944,0.03050,0.14931,0.03920,0.24653,0.05237,0.14583,0.03316,0.00694,0.01361,0.00000,0.00000,0.41659,0.01240,0.14549,0.02547,0.18605,0.00424,0.36895,0.07287
human_model_mpc,stress_00,0.00000,4,48,0.71181,0.05650,0.04514,0.02706,0.12500,0.04183,0.25000,0.04350,0.16319,0.04714,0.00694,0.00952,0.00000,0.00000,0.41514,0.01302,0.12474,0.02339,0.18758,0.00427,0.41912,0.06406
human_model_mpc,stress_00,0.00000,5,48,0.64931,0.04483,0.08333,0.03076,0.12153,0.03859,0.19792,0.04312,0.11458,0.03660,0.00694,0.00952,0.00000,0.00000,0.41456,0.01263,0.15623,0.02678,0.18609,0.00385,0.35538,0.07223
human_model_mpc,stress_00,0.00000,6,48,0.70833,0.04295,0.09375,0.02903,0.10764,0.03437,0.21528,0.04558,0.14236,0.03505,0.00000,0.00000,0.00347,0.00681,0.41344,0.01348,0.16494,0.02440,0.18729,0.00405,0.39256,0.06364
human_model_mpc,stress_00,0.00000,7,48,0.61111,0.06328,0.05556,0.02634,0.11806,0.04122,0.19097,0.04456,0.15278,0.04439,0.00000,0.00000,0.00000,0.00000,0.41514,0.01373,0.13420,0.02164,0.18698,0.00385,0.33713,0.08175
human_model_mpc,stress_00,0.00000,8,48,0.64931,0.05608,0.06597,0.02706,0.14583,0.04417,0.23264,0.04935,0.11111,0.03682,0.00347,0.00681,0.00347,0.00681,0.41305,0.01319,0.14285,0.02337,0.18802,0.00421,0.35289,0.06680
human_model_mpc,stress_00,0.00000,9,48,0.65278,0.05223,0.08333,0.03226,0.11111,0.03682,0.23611,0.04439,0.14583,0.04083,0.01389,0.01317,0.00000,0.00000,0.41546,0.01350,0.15677,0.02751,0.18748,0.00364,0.33489,0.07224
human_model_mpc,stress_01,0.11111,0,48,0.71181,0.04638,0.07292,0.03061,0.13542,0.03594,0.23264,0.05650,0.18056,0.04545,0.00694,0.00952,0.00000,0.00000,0.45056,0.01499,0.16143,0.02522,0.19388,0.00397,0.37980,0.06249
human_model_mpc,stress_01,0.11111,1,48,0.68750,0.06424,0.09375,0.03061,0.15278,0.03746,0.26736,0.05214,0.16319,0.03828,0.02083,0.01852,0.00000,0.00000,0.45178,0.01365,0.17838,0.02473,0.19218,0.00434,0.31612,0.06785
human_model_mpc,stress_01,0.11111,2,48,0.69792,0.05969,0.07986,0.03074,0.12847,0.03920,0.24653,0.04958,0.18750,0.05556,0.01389,0.01317,0.00000,0.00000,0.45021,0.01421,0.16643,0.02559,0.19410,0.00462,0.35181,0.07039
human_model_mpc,stress_01,0.11111,3,48,0.61806,0.04558,0.08681,0.02916,0.11806,0.03762,0.19792,0.04087,0.12500,0.03574,0.01389,0.01317,0.00000,0.00000,0.45121,0.01338,0.17215,0.02457,0.19213,0.00430,0.31294,0.07370
human_model_mpc,stress_01,0.11111,4,48,0.71875,0.05069,0.12500,0.03574,0.13889,0.04165,0.25000,0.05054,0.15278,0.03746,0.01736,0.01456,0.00347,0.00681,0.44798,0.01397,0.20189,0.02903,0.19328,0.00453,0.33052,0.07926
human_model_mpc,stress_01,0.11111,5,48,0.60417,0.05556,0.05208,0.02602,0.12847,0.03920,0.20833,0.04404,0.17708,0.05092,0.00347,0.00681,0.00000,0.00000,0.44956,0.01468,0.14514,0.02093,0.19320,0.00399,0.30920,0.07345
human_model_mpc,stress_01,0.11111,6,48,0.64931,0.06396,0.06944,0.03201,0.15625,0.04173,0.26389,0.05740,0.14236,0.04664,0.01389,0.01317,0.00347,0.00681,0.44886,0.01410,0.15971,0.02575,0.19352,0.00432,0.31447,0.08606
human_model_mpc,stress_01,0.11111,7,48,0.63542,0.05385,0.09028,0.03501,0.14931,0.04038,0.23958,0.05045,0.14236,0.04238,0.01042,0.01153,0.00000,0.00000,0.45050,0.01462,0.17453,0.02901,0.19381,0.00373,0.29107,0.07064
human_model_mpc,stress_01,0.11111,8,48,0.66667,0.05147,0.06944,0.02543,0.11458,0.03391,0.26042,0.05828,0.15625,0.04173,0.01736,0.01456,0.00000,0.00000,0.45111,0.01487,0.15942,0.02041,0.19351,0.00406,0.34590,0.06485
human_model_mpc,stress_01,0.11111,9,48,0.64931,0.06321,0.06597,0.02706,0.13194,0.03501,0.21528,0.05234,0.16319,0.04813,0.00694,0.00952,0.00347,0.00681,0.45077,0.01465,0.15503,0.02313,0.19248,0.00464,0.33941,0.07377
human_model_mpc,stress_02,0.22222,0,48,0.66319,0.06034,0.10417,0.03170,0.13194,0.04005,0.23264,0.04638,0.20139,0.05751,0.02431,0.01682,0.00000,0.00000,0.48518,0.01513,0.19785,0.02541,0.19927,0.00467,0.28241,0.07958
human_model_mpc,stress_02,0.22222,1,48,0.59375,0.05229,0.09375,0.03356,0.14583,0.04198,0.22222,0.04798,0.15278,0.03870,0.03125,0.02099,0.00000,0.00000,0.48617,0.01479,0.18998,0.02678,0.19770,0.00461,0.24061,0.07835
human_model_mpc,stress_02,0.22222,2,48,0.69444,0.05863,0.15625,0.04285,0.15625,0.04394,0.26389,0.04545,0.16667,0.04010,0.01736,0.01456,0.00347,0.00681,0.48360,0.01528,0.23664,0.03346,0.19843,0.00476,0.25072,0.09009
human_model_mpc,stress_02,0.22222,3,48,0.60417,0.05723,0.06944,0.03201,0.13889,0.03552,0.26736,0.04429,0.19444,0.04991,0.01736,0.01456,0.00000,0.00000,0.48494,0.01547,0.17187,0.02489,0.19895,0.00422,0.25093,0.07572
